A	id	title	url	lang	sourcelang	createdat	publishedat	rssfeedid	source	referenceid	referencekey	keywordlist	locationlist	publicationdate	label
17206.0	"BKE6BRVQY3"	"Live/New Coronation Pneumonia Vaccine 3rd dose will be prescribed in the afternoon instructions of the command center"	"https://tw.news.yahoo.com/%25E7%259B%25B4%25E6%2592%25AD%25EF%25BC%258F%25E6%2596%25B0%25E5%2586%25A0%25E8%2582%25BA%25E7%2582%258E%25E7%2596%25AB%25E8%258B%2597%25E7%25AC%25AC-3-%25E5%258A%2591%25E5%25B0%2587%25E9%2596%258B%25E6%2589%2593-%25E6%258C%2587%25E6%258F%25AE%25E4%25B8%25AD%25E5%25BF%2583%25E4%25B8%258B%25E5%258D%2588%25E8%25AA%25AA%25E6%2598%258E-022535636.html"	"EN"	"ZH-TW"	"2021-12-03 02:05:08"	"2021-12-02 05:47:14+00:00"	"09f4739a58bf"	"tw.news.yahoo.com"					1.638427634E9	"relevant"
17207.0	"ZBE1MLKWTN"	"COVID updates: All the coronavirus news from across Australia - as it happened"	"https://www.abc.net.au/news/2021-12-02/covid-updates-omicron-variant-vaccination-borders-nsw-vic-qld-nt/100667614"	"EN"	""	"2021-12-03 02:44:10"	"2021-12-01 19:27:44+00:00"	"8742bf891f"	"www.abc.net.au"					1.638390464E9	"relevant"
17208.0	"MIX3VGF4WJ"	"The COVID-19 Pandemic And Force Majeure Under The CISG: Lessons From The 2006 Avian Flu"	"https://www.mondaq.com/unitedstates/litigation-contracts-and-force-majeure/1133422/the-covid-19-pandemic-and-force-majeure-under-the-cisg-lessons-from-the-2006-avian-flu"	"EN"	""	"2021-12-03 02:47:57"	"2021-12-02 23:03:21+00:00"	"10c8057870"	"www.mondaq.com"					1.638489801E9	"relevant"
17209.0	"KDF5ARCH40"	"S. Korea develops portable equipment for quick diagnosis of avian influenza"	"https://www.ajudaily.com/view/20211202171021512"	"EN"	""	"2021-12-03 02:47:57"	"2021-12-02 07:43:56+00:00"	"10c8057870"	"www.ajudaily.com"					1.638434636E9	"relevant"
17210.0	"A6JG61RJEX"	"H5N8 avian influenza: Poultry sale banned for a week in Madhya Pradesh's Agar-Malwa"	"https://timesofindia.indiatimes.com/city/indore/h5n8-avian-influenza-poultry-sale-banned-for-a-week-in-madhya-pradeshs-agar-malwa/articleshow/88044187.cms"	"EN"	""	"2021-12-03 02:47:57"	"2021-12-02 04:28:00+00:00"	"10c8057870"	"timesofindia.indiatimes.com"					1.63842288E9	"relevant"
17211.0	"GB8WO2ZD55"	"Attention rabies!"	"http://nowoczesnafarma.pl/Uwaga-wscieklizna-.html"	"EN"	"PL"	"2021-12-03 03:23:37"	"2021-12-01 19:56:00+00:00"	"5004fc5c26"	"nowoczesnafarma.pl"					1.63839216E9	"relevant"
17212.0	"SLHBT8TNQV"	"Ministry of Agriculture and Rural Affairs: do a good job of technical guidance services firmly adhere to the bottom line of no major regional animal outbreaks"	"http://finance.people.com.cn/n1/2021/1203/c1004-32298612.html"	"EN"	"ZH-CN"	"2021-12-03 03:41:18"	"2021-12-03 00:30:00+00:00"	"6f2d1c133e18"	"finance.people.com.cn"					1.638495E9	"relevant"
17213.0	"XQTPW3TOTL"	"Ministry of Agriculture and Rural Affairs: do a good job of technical guidance services firmly adhere to the bottom line of no major regional animal outbreaks"	"http://finance.people.com.cn/BIG5/n1/2021/1203/c1004-32298612.html"	"EN"	"KO"	"2021-12-03 03:41:18"	"2021-12-03 00:30:00+00:00"	"6f2d1c133e18"	"finance.people.com.cn"					1.638495E9	"relevant"
17214.0	"ZYMKXH800W"	"The Hong Kong Special Administrative Region Government has suspended the import of poultry meat and poultry products from parts of Italy"	"http://www.sohu.com/a/505035983_162522"	"EN"	"ZH-CN"	"2021-12-03 03:41:18"	"2021-12-02 06:38:00+00:00"	"6f2d1c133e18"	"www.sohu.com"					1.63843068E9	"relevant"
17215.0	"2775TLEX27"	"The Hong Kong Special Administrative Region Government has suspended the import of poultry meat and poultry products from parts of Italy"	"https://china.huanqiu.com/article/45p5JO8EuW1"	"EN"	"ZH-CN"	"2021-12-03 04:41:18"	"2021-12-02 07:28:45+00:00"	"6f2d1c133e18"	"china.huanqiu.com"					1.638430125E9	"relevant"
17216.0	"BXK1PCTIWK"	"The port of H5N1, a highly pathogenic port in Italy, has suspended the import of poultry products"	"https://hk.on.cc/hk/bkn/cnt/news/20211202/bkn-20211202145749246-1202_00822_001.html"	"EN"	"KO"	"2021-12-03 03:41:18"	"2021-12-02 06:18:45+00:00"	"6f2d1c133e18"	"hk.on.cc"					1.638429525E9	"relevant"
17217.0	"DN5RIV3Q1K"	"Notice of the China Animal Disease Prevention and Control Center on the issuance of the Technical Guidelines for the Prevention and Control of Highly Pathogenic Avian Influenza in Winter and Spring"	"http://xumu.jinnong.cn/axfwnh/2021/12/02/4612490294.shtml"	"EN"	"ZH-CN"	"2021-12-03 03:41:18"	"2021-12-01 23:46:10+00:00"	"6f2d1c133e18"	"xumu.jinnong.cn"					1.63840597E9	"relevant"
17218.0	"PFYNB4XV49"	"Jilin Province does not provide for regulations on the construction and management of animal epidemic areas"	"http://jl.gov.cn/zw/yw/jlyw/202112/t20211202_8307812.html"	"EN"	"ZH-CN"	"2021-12-03 03:41:18"	"2021-12-01 21:56:00+00:00"	"6f2d1c133e18"	"jl.gov.cn"					1.63839936E9	"relevant"
17219.0	"HH1XOOUPJD"	"The Global Foot and Mouth Disease Vaccines Market is"	"https://www.globenewswire.com/news-release/2021/12/02/2344977/0/en/The-Global-Foot-and-Mouth-Disease-Vaccines-Market-is-expected-to-grow-by-1-08-bn-during-2021-2025-progressing-at-a-CAGR-of-8-81-during-the-forecast-period.html"	"EN"	""	"2021-12-03 05:02:16"	"2021-12-02 11:45:52+00:00"	"e0196a995a"	"www.globenewswire.com"					1.638449152E9	"relevant"
17220.0	"HUOZ7FFVU5"	"The cases of African swine fever detected in Caras-Severin are multiplying"	"https://reper24.ro/se-inmultesc-cazurile-de-paesta-porcina-africana-depistate-in-caras-severin/"	"EN"	"RO"	"2021-12-03 05:17:31"	"2021-12-02 14:50:10+00:00"	"6395c1dd60"	"reper24.ro"					1.63846021E9	"relevant"
17221.0	"Y3EEC6EY1Y"	"Swine fever in Romania gives a boost to farms in Hungary. Neighbors exports - on the rise!"	"https://agrointel.ro/207307/pesta-porcina-din-romania-da-un-imbold-fermelor-din-ungaria-exporturile-vecinilor-in-crestere/"	"EN"	"RO"	"2021-12-03 05:17:31"	"2021-12-02 04:41:42+00:00"	"6395c1dd60"	"agrointel.ro"					1.638423702E9	"relevant"
17222.0	"EAMVCSK34H"	"Authorities blame \"pig samsars\" for swine fever epidemic / \"Mystery consumer\" method applied to meat sellers who post ads on the net"	"https://www.g4media.ro/autoritatile-dau-vina-pe-samsarii-de-porci-pentru-epidemia-de-pesta-porcina-metoda-consumatorului-misterios-aplicata-in-cazul-vanzatorilor-de-carne-care-posteaza.html"	"EN"	"RO"	"2021-12-03 05:17:31"	"2021-11-21 07:00:00+00:00"	"6395c1dd60"	"www.g4media.ro"					1.6374816E9	"relevant"
17223.0	"ZBB88CLAXH"	"It is forbidden to sell pigs from Capu Codrului for 30 days. A case of African swine fever has been detected"	"https://www.svnews.ro/interzisa-vanzarea-porcilor-din-capu-codrului-timp-de-30-de-zile-a-fost-depistat-un-caz-de-pesta-porcina-africana/274437/"	"EN"	"RO"	"2021-12-03 05:22:55"	"2021-11-24 13:57:16+00:00"	"6395c1dd60"	"www.svnews.ro"					1.637765836E9	"relevant"
17224.0	"V4P6QDA85D"	"Swine fever: In the Altmarkkreis Salzwedel, sampling is now mandatory"	"https://www.volksstimme.de/lokal/salzwedel/schweinepest-im-altmarkkreis-salzwedel-gilt-ab-sofort-probenpflicht-3285665"	"EN"	"DE"	"2021-12-03 05:24:46"	"2021-12-02 17:02:00+00:00"	"104f07b0e7"	"www.volksstimme.de"					1.63846812E9	"relevant"
17225.0	"9RDXCQ2S7N"	"tomorrow.. The third national immunization campaign against foot-and-mouth disease and Rift Valley fever begins in Assiut"	"https://alwafd.news/%25D8%25A7%25D9%2584%25D9%2585%25D8%25AD%25D8%25A7%25D9%2581%25D8%25B8%25D9%2580%25D8%25A7%25D8%25AA/4025047-%25D8%25BA%25D8%25AF%25D8%25A7-%25D8%25A7%25D9%2586%25D8%25B7%25D9%2584%25D8%25A7%25D9%2582-%25D8%25A7%25D9%2584%25D8%25AD%25D9%2585%25D9%2584%25D8%25A9-%25D8%25A7%25D9%2584%25D9%2582%25D9%2588%25D9%2585%25D9%258A%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25AB%25D8%25A7%25D9%2584%25D8%25AB%25D8%25A9-%25D9%2584%25D9%2584%25D8%25AA%25D8%25AD%25D8%25B5%25D9%258A%25D9%2586-%25D8%25B6%25D8%25AF-%25D8%25A7%25D9%2584%25D8%25AD%25D9%2585%25D9%2589-%25D8%25A7%25D9%2584%25D9%2582%25D9%2584%25D8%25A7%25D8%25B9%25D9%258A%25D8%25A9-%25D9%2588%25D8%25AD%25D9%2585%25D9%2589-%25D8%25A7%25D9%2584%25D9%2588%25D8%25A7%25D8%25AF%25D9%258A-%25D8%25A7%25D9%2584%25D9%2585%25D8%25AA%25D8%25B5%25D8%25AF%25D8%25B9-%25D8%25A8%25D8%25A3%25D8%25B3%25D9%258A%25D9%2588%25D8%25B7"	"EN"	"AR"	"2021-12-03 05:25:01"	"2021-11-15 13:44:01+00:00"	"73dec77c6374"	"alwafd.news"					1.636987441E9	"relevant"
17226.0	"ONZL2IIFFE"	"African swine fever is approaching the country's border"	"https://www.kreiszeitung.de/lokales/rotenburg/rotenburg-ort120515/afrikanische-schweinepest-rueckt-an-die-landesgrenze-heran-91154533.html"	"EN"	"DE"	"2021-12-03 05:24:46"	"2021-12-02 14:54:08+00:00"	"104f07b0e7"	"www.kreiszeitung.de"					1.638460448E9	"relevant"
17227.0	"0RL8F1QGRP"	"LuP district wants to get African swine fever under control"	"https://www.ndr.de/radiomv/Landkreis-LuP-will-Afrikanische-Schweinepest-unter-Kontrolle-bekommen%2Caudio1020488.html"	"EN"	"DE"	"2021-12-03 06:24:46"	"2021-12-02 11:10:00+00:00"	"104f07b0e7"	"www.ndr.de"					1.6384434E9	"relevant"
17228.0	"VTKA7APZAS"	"African swine fever: New find in Ludwigslust-Parchim enlarges the infected area"	"https://www.nnn.de/lokales/parchimer-zeitung/Minister-und-Landrat-informiert-heute-Mittag-id34549337.html"	"EN"	"DE"	"2021-12-03 05:24:46"	"2021-12-02 08:47:00+00:00"	"104f07b0e7"	"www.nnn.de"					1.63843842E9	"relevant"
17229.0	"EWXGXO8PEP"	"German state of Thuringia reports first bird flu case this winter in poultry holding"	"https://wtvbam.com/2021/12/03/german-state-of-thuringia-reports-first-bird-flu-case-this-winter-in-poultry-holding/"	"EN"	""	"2021-12-03 11:00:01"	"2021-12-03 08:57:19+00:00"	"075a4e9c14"	"wtvbam.com"					1.638525439E9	"relevant"
17230.0	"6J72A2DREL"	"Japan Confirms Another Bird Flu Outbreak"	"https://www.nippon.com/en/news/yjj2021120300272/japan-confirms-another-bird-flu-outbreak.html"	"EN"	""	"2021-12-03 11:00:01"	"2021-12-03 06:09:07+00:00"	"075a4e9c14"	"www.nippon.com"					1.638515347E9	"relevant"
17231.0	"PS13RCQXAL"	"Aughnacloy: 27,000 ducks to be culled over suspected bird flu"	"https://www.bbc.com/news/uk-northern-ireland-59511689"	"EN"	""	"2021-12-03 11:00:01"	"2021-12-02 16:52:40+00:00"	"075a4e9c14"	"www.bbc.com"					1.63846756E9	"relevant"
17232.0	"PD44DP1X3H"	"Covid-19: Malaysia on high alert after first Omicron case"	"https://www.thesundaily.my/home/covid-19-malaysia-on-high-alert-after-first-omicron-case-JD8621759"	"EN"	""	"2021-12-03 11:02:35"	"2021-12-03 06:49:00+00:00"	"dae1070319ca"	"www.thesundaily.my"					1.63851774E9	"relevant"
17233.0	"OD9VU7Z5UJ"	"Omicron variant of COVID-19 found in Colorado"	"https://www.canoncitydailyrecord.com/2021/12/02/omicron-variant-colorado/"	"EN"	""	"2021-12-03 11:02:35"	"2021-12-02 19:36:03+00:00"	"dae1070319ca"	"www.canoncitydailyrecord.com"					1.638477363E9	"relevant"
17234.0	"BGVBMMF3H6"	"Covid live updates today: Omicron variant, symptoms, vaccine efficacy, restrictions..."	"https://en.as.com/en/2021/12/01/latest_news/1638347269_306433.html"	"EN"	""	"2021-12-03 11:02:35"	"2021-12-02 07:00:00+00:00"	"dae1070319ca"	"en.as.com"					1.638432E9	"relevant"
17235.0	"GFLS96P0CN"	"Morbihan: Two cases of avian influenza detected in wild geese"	"https://www.20minutes.fr/planete/3187519-20211202-morbihan-deux-cas-grippe-aviaire-detectes-chez-oies-sauvages"	"EN"	"FR"	"2021-12-03 11:49:06"	"2021-12-02 08:14:40+00:00"	"63b50225672c"	"www.20minutes.fr"					1.63843648E9	"relevant"
17236.0	"F3R23DM533"	"Avian influenza: associations want the cancellation of anti-outdoor breeding orders"	"https://reporterre.net/Grippe-aviaire-des-associations-veulent-l-annulation-des-arretes-anti-elevage-en-plein"	"EN"	"FR"	"2021-12-03 11:49:06"	"2021-12-02 07:50:00+00:00"	"63b50225672c"	"reporterre.net"					1.638435E9	"relevant"
17237.0	"9S7IKPJ9QW"	"Avian influenza: three questions on the transition to the \"high\" risk level in France"	"https://www.lexpress.fr/actualite/societe/grippe-aviaire-trois-questions-sur-le-passage-au-niveau-de-risque-eleve-en-france_2161839.html"	"EN"	"FR"	"2021-12-03 11:49:06"	"2021-11-05 06:00:00+00:00"	"63b50225672c"	"www.lexpress.fr"					1.6360956E9	"relevant"
17238.0	"Y5MBXUKBDF"	"Bird flu confirmed in dead crows in MP's Agar Malwa; govt asks bordering districts to be vigilant"	"https://www.indiatoday.in/india/story/bird-flu-dead-crows-mp-agar-malwa-govt-asks-bordering-districts-vigilant-1882716-2021-12-01"	"EN"	""	"2021-12-03 11:56:59"	"2021-12-01 00:30:59+00:00"	"ece86a9f0a"	"www.indiatoday.in"					1.638322259E9	"relevant"
17239.0	"IV2WYFA4SK"	"Multiple EU countries part of Salmonella outbreak"	"https://www.foodsafetynews.com/2021/12/multiple-eu-countries-part-of-salmonella-outbreak/"	"EN"	""	"2021-12-03 12:24:24"	"2021-12-03 04:17:02+00:00"	"f15905267c94"	"www.foodsafetynews.com"					1.638508622E9	"relevant"
17240.0	"OR2RM0ZM3V"	"COVID-19 outbreak declared at Toronto East Detention Centre after employee tests positive for Omicron variant"	"https://toronto.ctvnews.ca/covid-19-outbreak-declared-at-toronto-east-detention-centre-after-employee-tests-positive-for-omicron-variant-1.5691539"	"EN"	""	"2021-12-03 12:24:24"	"2021-12-02 22:07:15+00:00"	"f15905267c94"	"toronto.ctvnews.ca"					1.638486435E9	"relevant"
17241.0	"ZC85KMKYWG"	"Chronic wasting disease found in deer in southern Arkansas"	"https://www.ky3.com/2021/12/02/chronic-wasting-disease-found-deer-southern-arkansas/"	"EN"	""	"2021-12-03 12:24:24"	"2021-12-02 15:41:00+00:00"	"f15905267c94"	"www.ky3.com"					1.63846326E9	"relevant"
17242.0	"GANF6MEUKH"	"Guangzhou extends Covid lockdown. First case of rare bird flu in Jiangsu"	"https://www.asianews.it/noticias-es/Guangzhou-extiende-el-confinamiento-por-Covid.-Primer-caso-de-gripe-aviar-rara-en-Jiangsu-53310.html"	"EN"	"ES"	"2021-12-03 13:09:40"	"2021-06-02 05:00:00+00:00"	"bae96f045bc5"	"www.asianews.it"					1.6226172E9	"relevant"
17243.0	"RTE4KM07HM"	"In 2021, outbreaks of Zika reported from UP, Kerala, Maharashtra: Govt"	"https://www.devdiscourse.com/article/health/1833168-in-2021-outbreaks-of-zika-reported-from-up-kerala-maharashtra-govt"	"EN"	""	"2021-12-03 13:12:22"	"2021-12-03 12:07:34+00:00"	"5a747832c359"	"www.devdiscourse.com"					1.638536854E9	"relevant"
17244.0	"EHV9PDU0SA"	"Ribeirao: 9% of suspected dengue cases confirmed in 2021"	"https://www.brytfmonline.com/ribeirao-9-of-suspected-dengue-cases-confirmed-in-2021/"	"EN"	""	"2021-12-03 13:12:22"	"2021-12-03 12:07:03+00:00"	"5a747832c359"	"www.brytfmonline.com"					1.638536823E9	"relevant"
17245.0	"9TKAPTLKQF"	"Virus outbreak warning as three deadly illnesses circulating in higher numbers than though"	"https://www.express.co.uk/news/science/1530905/virus-outbreak-warning-zika-chikungunya-dengue-mexico"	"EN"	""	"2021-12-03 13:12:22"	"2021-12-03 11:38:57+00:00"	"5a747832c359"	"www.express.co.uk"					1.638535137E9	"relevant"
17246.0	"CIL5ZTTJX9"	"Special report: Why is India seeing a massive dengue outbreak this year?"	"https://scroll.in/article/1011940/special-report-why-is-india-seeing-a-massive-dengue-outbreak-this-year"	"EN"	""	"2021-12-03 13:12:22"	"2021-12-03 02:30:00+00:00"	"5a747832c359"	"scroll.in"					1.6385022E9	"relevant"
17247.0	"SIVZUKWH64"	"DA issues ban on poultry imports from Hungary, Japan"	"https://www.philstar.com/business/2021/12/03/2145303/da-issues-ban-poultry-imports-hungary-japan"	"EN"	""	"2021-12-03 13:37:58"	"2021-12-02 15:00:00+00:00"	"8915bc5fe349"	"www.philstar.com"					1.6384608E9	"relevant"
17248.0	"AMLQBEZWMV"	"Cases of Hand, Foot and Mouth disease reported in SVG"	"https://searchlight.vc/press-release/2021/12/03/cases-of-hand-foot-and-mouth-disease-reported-in-svg/"	"EN"	""	"2021-12-03 13:43:07"	"2021-12-03 07:56:15+00:00"	"e14d59d4d4"	"searchlight.vc"					1.638521775E9	"relevant"
17249.0	"AMD1U8UTG5"	"How Kansas State researchers hope to solve a billion-dollar problem in the swine industry"	"https://www.agriculture.com/news/livestock/how-kansas-state-researchers-hope-to-solve-a-billion-dollar-problem-in-the-swine"	"EN"	""	"2021-12-04 00:05:09"	"2021-12-03 17:23:05+00:00"	"375d7e138b"	"www.agriculture.com"					1.638555785E9	"relevant"
17250.0	"XZWWCS2DI9"	"ASF infestation cost in NoCot town reaches over PHP5.8-M"	"https://www.pna.gov.ph/articles/1161738"	"EN"	""	"2021-12-04 00:05:09"	"2021-12-03 07:56:00+00:00"	"375d7e138b"	"www.pna.gov.ph"					1.63852176E9	"relevant"
17251.0	"VX73XSE0L6"	"Germany reports another African swine fever case in wild animal"	"https://www.agriculture.com/markets/newswire/germany-reports-another-african-swine-fever-case-in-wild-animal"	"EN"	""	"2021-12-04 00:05:09"	"2021-12-02 13:10:41+00:00"	"375d7e138b"	"www.agriculture.com"					1.638454241E9	"relevant"
17252.0	"I8RFF2HIGP"	"Veterinarians warn Gubkin residents about preventing the spread of African swine fever"	"https://prostor31.ru/obshestvo/bezopasnost/12594.html"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-03 20:50:00+00:00"	"3c516d61a1"	"prostor31.ru"					1.6385682E9	"relevant"
17253.0	"XOFZMK1ZJY"	"In two chain stores of the Volga found meat infected with African swine fever"	"https://www.volgograd.kp.ru/online/news/4541619/"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-03 13:44:14+00:00"	"3c516d61a1"	"www.volgograd.kp.ru"					1.638542654E9	"relevant"
17254.0	"FTO0SQL0BO"	"The cause of African swine fever in Mari El was food waste"	"https://potokmedia.ru/news/372408/prichinoj-afrikanskoj-chumy-svinej-v-marij-el-stali-pishhevye-othody/"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-03 13:36:26+00:00"	"3c516d61a1"	"potokmedia.ru"					1.638542186E9	"relevant"
17255.0	"8LWFLHCUJM"	"Sofia Yakishik: \"Outbreaks of African swine fever have been recorded in Russia since 2007"	"https://1line.info/opinions/obshchestvo/sofya-yakishchik-v-rossii-registriruyut-vspyshki-afrikanskoy-chumy-sviney-s-2007-goda.html"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-03 12:22:25+00:00"	"3c516d61a1"	"1line.info"					1.638537745E9	"relevant"
17256.0	"F28X1YVRGZ"	"In the Kirov region, quarantine for bird flu and African swine fever was lifted"	"https://www.kirov.kp.ru/online/news/4541351/"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-03 11:00:35+00:00"	"3c516d61a1"	"www.kirov.kp.ru"					1.638532835E9	"relevant"
17257.0	"KUP07Y1QYR"	"In the Penza region revealed another focus of African swine fever"	"https://pravda-news.ru/news/obshchestvo/v-penzenskoy-oblasti-vyyavili-eshche-odin-ochag-afrikanskoy-chumy-sviney/"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-03 07:04:45+00:00"	"3c516d61a1"	"pravda-news.ru"					1.638518685E9	"relevant"
17258.0	"OUJUZVAWKF"	"In the Vladimir region prevented a new outbreak of African plague"	"https://www.vladimir.kp.ru/daily/28364/4513056/"	"EN"	"RU"	"2021-12-04 00:16:55"	"2021-12-02 21:00:00+00:00"	"3c516d61a1"	"www.vladimir.kp.ru"					1.6384824E9	"relevant"
17259.0	"2PVWUCA4OV"	"Bird flu came to the Stavropol poultry farm"	"https://stav.aif.ru/apk/ptichiy_gripp_nagryanul_na_stavropolskuyu_pticefabriku"	"EN"	"RU"	"2021-12-04 01:16:55"	"2021-12-02 18:11:23+00:00"	"3c516d61a1"	"stav.aif.ru"					1.638468683E9	"relevant"
17260.0	"BNWVSHU4FJ"	"Japan has increased the number of sniffer dogs to guard against the entry of African swine fever"	"https://china.kyodonews.net/news/2021/12/4cd0afe21a6d.html"	"EN"	"ZH-CN"	"2021-12-04 00:47:56"	"2021-12-02 22:53:16+00:00"	"694f097b0d"	"china.kyodonews.net"					1.638489196E9	"relevant"
17261.0	"BXWQWRKM3Y"	"Omicron variant detected in 4 more US states, bringing total to 9"	"https://health.economictimes.indiatimes.com/news/industry/omicron-variant-detected-in-4-more-us-states-bringing-total-to-9/88082516"	"EN"	""	"2021-12-04 05:49:49"	"2021-12-04 00:03:00+00:00"	"411af49341"	"health.economictimes.indiatimes.com"					1.63857978E9	"relevant"
17262.0	"Y9BOV2SDL1"	"Omicron spreads, cases detected in Netherlands, Denmark, Australia"	"https://health.economictimes.indiatimes.com/news/industry/omicron-spreads-cases-detected-in-netherlands-denmark-australia/87971751"	"EN"	""	"2021-12-04 05:49:49"	"2021-11-29 02:10:00+00:00"	"411af49341"	"health.economictimes.indiatimes.com"					1.6381554E9	"relevant"
17263.0	"NMM11YQEWB"	"New case of Avian Influenza"	"https://www.gov.scot/news/new-case-of-avian-influenza/"	"EN"	""	"2021-12-04 06:44:48"	"2021-12-03 22:01:56+00:00"	"10c8057870"	"www.gov.scot"					1.638572516E9	"relevant"
17264.0	"8JBY148DY3"	"Bulgaria reports bird flu outbreak at industrial farm"	"https://sports.yahoo.com/bulgaria-reports-bird-flu-outbreak-143129619.html"	"EN"	""	"2021-12-04 06:44:48"	"2021-12-03 13:31:29+00:00"	"10c8057870"	"sports.yahoo.com"					1.638541889E9	"relevant"
17265.0	"NHX3R5N4VP"	"Avian influenza reported in central Germany"	"https://www.thepoultrysite.com/news/2021/12/avian-influenza-reported-in-central-germany"	"EN"	""	"2021-12-04 06:44:48"	"2021-12-03 10:16:12+00:00"	"10c8057870"	"www.thepoultrysite.com"					1.638530172E9	"relevant"
17266.0	"X6KA55YVME"	"Alienated Desire in Samantha Kolesnik's Waif"	"https://culturedvultures.com/waif-by-samantha-kolesnik/"	"EN"	""	"2021-12-04 06:55:08"	"2021-12-03 13:00:38+00:00"	"c12a9781a0"	"culturedvultures.com"					1.638540038E9	"relevant"
17267.0	"TRAKN79XKV"	"Malaysia reports two Japanese Encephalitis deaths in Kedah state"	"http://outbreaknewstoday.com/malaysia-reports-two-japanese-encephalitis-deaths-in-kedah-state-88897/"	"EN"	""	"2021-12-04 07:35:59"	"2021-12-03 21:12:25+00:00"	""	"outbreaknewstoday.com"					1.638569545E9	"relevant"
17268.0	"V3Z7Z9JEHG"	"How biosecurity bolsters the US swine industry"	"https://www.feedstrategy.com/african-swine-fever/how-biosecurity-bolsters-the-us-swine-industry/"	"EN"	""	"2021-12-04 07:55:32"	"2021-12-03 14:45:50+00:00"	"a3eed62f3b"	"www.feedstrategy.com"					1.63854635E9	"relevant"
17269.0	"Y2IZKZRDGJ"	"Omicron already present in community, Karnataka in battle mode"	"https://www.nationalheraldindia.com/health/omicron-already-present-in-community-karnataka-in-battle-mode"	"EN"	""	"2021-12-04 08:02:29"	"2021-12-04 03:56:02+00:00"	"7903d30a98"	"www.nationalheraldindia.com"					1.638593762E9	"relevant"
17270.0	"2T8DSXY2OO"	"In China, avian influenza is not holding strong"	"https://www.farmer.pl/produkcja-zwierzeca/w-chinach-grypa-ptakow-nie-trzyma-sie-mocno%2C113625.html"	"EN"	"PL"	"2021-12-04 09:34:16"	"2021-12-02 15:00:00+00:00"	"5004fc5c26"	"www.farmer.pl"					1.6384572E9	"relevant"
17271.0	"JAPSKSCYRI"	"As of December 3rd, 24 o'clock the latest situation of the new coronavirus pneumonia outbreak| pneumonia outbreak | new coronavirus | asymptomatic infection of the people . . . Sina Technology . . . Sina.com"	"https://finance.sina.com.cn/tech/2021-12-04/doc-ikyamrmy6778179.shtml"	"EN"	"ZH-CN"	"2021-12-04 08:41:59"	"2021-12-04 02:09:23+00:00"	"09f4739a58bf"	"finance.sina.com.cn"					1.638587363E9	"relevant"
17272.0	"O9KXBIM20I"	"South Korea added 5,352 new crown-confirmed cases, a cumulative 467907 cases"	"https://cn.yna.co.kr/view/ACK20211204000100881"	"EN"	"ZH-CN"	"2021-12-04 08:41:59"	"2021-12-04 00:39:51+00:00"	"09f4739a58bf"	"cn.yna.co.kr"					1.638581991E9	"relevant"
17273.0	"DE9F87U3NY"	"As of December 3rd, 24 o'clock, the latest situation of the outbreak of new coronavirus pneumonia in Jiangsu Province, Xinhua News Network"	"http://news.xhby.net/js/yw/202112/t20211204_7336137.shtml"	"EN"	"ZH-CN"	"2021-12-04 08:41:59"	"2021-12-04 00:32:00+00:00"	"09f4739a58bf"	"news.xhby.net"					1.63858152E9	"relevant"
17274.0	"J8Q2SMJWYA"	"‘Flesh-Eating’ STD that causes ‘Beefy Red’ sores is spreading in UK"	"https://nypost.com/2021/10/22/flesh-eating-std-that-causes-beefy-red-sores-is-spreading-in-uk/"	"EN"	""	"2021-12-04 09:29:12"	"2021-10-22 05:00:00+00:00"	"5ac9848846"	"nypost.com"					1.634886E9	"relevant"
17275.0	"LK7BNGSJW6"	"29,803 pigs have died in Mizoram due to African Swine Fever: Minister"	"https://assamtribune.com/north-east/29803-pigs-have-died-in-mizoram-due-to-african-swine-fever-minister-1342206"	"EN"	""	"2021-12-04 09:33:51"	"2021-12-04 04:00:51+00:00"	"d4a8d92570"	"assamtribune.com"					1.638594051E9	"relevant"
17276.0	"BF1I3GOXAD"	"Measures against African swine fever to be extended"	"https://www.stern.de/gesellschaft/regional/massnahmen-gegen-afrikanische-schweinepest-werden-ausgeweitet-30985128.html"	"EN"	"DE"	"2021-12-04 09:44:44"	"2021-12-03 15:29:06+00:00"	"104f07b0e7"	"www.stern.de"					1.638548946E9	"relevant"
17277.0	"I4AUW0SCN1"	"Two epidemics in the Prignitz : District fights against corona and swine fever"	"https://www.svz.de/lokales/prignitz/Prignitz-im-Klammergriff-von-Corona-und-Schweinepest-id34569307.html"	"EN"	"DE"	"2021-12-04 09:44:44"	"2021-12-03 13:56:00+00:00"	"104f07b0e7"	"www.svz.de"					1.63854336E9	"relevant"
17278.0	"2J2ENS66DZ"	"Agriculture: Measures against African swine fever to be extended"	"https://www.nnn.de/regionales/newsticker-nord/Afrikanische-Schweinepest-Bundeswehr-hilft-bei-Suchaktion-id34569337.html"	"EN"	"DE"	"2021-12-04 10:44:44"	"2021-12-03 14:40:43+00:00"	"104f07b0e7"	"www.nnn.de"					1.638542443E9	"relevant"
