date,state,facility_type,drug_name,therapeutic_class,units_sold,unit_price_usd,revenue_usd,stockout_flag,injected_event_tags
2024-01-17,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,2,10.42,20.84,0,dated_supply_outbreak_response|covid_waves
2024-01-17,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,7,0.13,0.91,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-17,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,22,0.04,0.88,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-17,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,24,0.04,0.96,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-17,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,3,0.09,0.27,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-17,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,6,0.11,0.66,0,
2024-01-17,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,6,0.13,0.78,0,
2024-01-17,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,5,0.07,0.35,0,
2024-01-17,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,3,3.64,10.92,0,diabetes_demand_growth
2024-01-17,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.82,0.0,0,GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
2024-01-17,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.08,0.0,0,naloxone_otc_switch|OTC_competition_discount
2024-01-18,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,4,0.09,0.36,0,
2024-01-18,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,3,0.08,0.24,0,
2024-01-18,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,5,0.1,0.5,0,
2024-01-18,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,4,0.08,0.32,0,
2024-01-18,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,2,0.1,0.2,0,
2024-01-18,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,7,0.1,0.7,0,
2024-01-18,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,4,0.1,0.4,0,
2024-01-18,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,8,0.1,0.8,0,
2024-01-18,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,5,0.12,0.6,0,
2024-01-18,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,4,0.12,0.48,0,
2024-01-18,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,18,0.12,2.16,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves|rsv_winter
2024-01-18,Arkansas,local government clinic,Fluticasone nasal spray,allergy,2,0.13,0.26,0,
2024-01-18,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,8,0.11,0.88,0,
2024-01-18,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,21,0.17,3.57,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,6,0.26,1.56,1,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter|clinic_inventory_cap
2024-01-18,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,12,0.23,2.76,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,11,0.21,2.31,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,9,0.17,1.53,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,1,0.36,0.36,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves
2024-01-18,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,1,10.43,10.43,0,dated_supply_outbreak_response|covid_waves
2024-01-18,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,5,0.14,0.7,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,21,0.04,0.84,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,32,0.04,1.28,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-18,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,7,0.09,0.63,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-18,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,9,0.11,0.99,0,
2024-01-18,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,5,0.13,0.65,0,
2024-01-18,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,4,0.07,0.28,0,
2024-01-18,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,1,3.55,3.55,0,diabetes_demand_growth
2024-01-18,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,21.22,0.0,0,GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
2024-01-18,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,21.33,0.0,0,naloxone_otc_switch|OTC_competition_discount
2024-01-19,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,8,0.09,0.72,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,6,0.08,0.48,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,8,0.1,0.8,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,14,0.08,1.12,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,4,0.1,0.4,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,6,0.1,0.6,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,2,0.1,0.2,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,5,0.11,0.55,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,5,0.12,0.6,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,5,0.12,0.6,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,13,0.12,1.56,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves|rsv_winter
2024-01-19,Arkansas,local government clinic,Fluticasone nasal spray,allergy,4,0.13,0.52,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,7,0.11,0.77,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,13,0.16,2.08,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,4,0.26,1.04,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,13,0.23,2.99,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,4,0.21,0.84,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,7,0.17,1.19,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,1,0.37,0.37,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves
2024-01-19,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,1,10.19,10.19,0,friday_short_day|dated_supply_outbreak_response|covid_waves
2024-01-19,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,6,0.13,0.78,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,21,0.04,0.84,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,30,0.04,1.2,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-19,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,3,0.09,0.27,0,friday_short_day|winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-19,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,2,0.11,0.22,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,8,0.12,0.96,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,3,0.07,0.21,0,friday_short_day
2024-01-19,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,1,3.66,3.66,0,friday_short_day|diabetes_demand_growth
2024-01-19,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.77,0.0,0,friday_short_day|GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
2024-01-19,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,21.54,0.0,0,friday_short_day|naloxone_otc_switch|OTC_competition_discount
2024-01-20,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,1,0.09,0.09,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,0,0.08,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,0,0.1,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,0,0.08,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,0,0.1,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,0,0.1,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,0,0.09,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,0,0.1,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,2,0.11,0.22,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,0,0.12,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,1,0.12,0.12,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves|rsv_winter
2024-01-20,Arkansas,local government clinic,Fluticasone nasal spray,allergy,0,0.13,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,0,0.11,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,1,0.16,0.16,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,1,0.26,0.26,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,1,0.23,0.23,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,0,0.22,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,0,0.17,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.36,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves
2024-01-20,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.24,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2024-01-20,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,0,0.13,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,0,0.04,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,3,0.04,0.12,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-20,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,0,0.09,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-20,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,1,0.12,0.12,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,1,0.13,0.13,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,0,0.07,0.0,0,weekend_closed
2024-01-20,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.61,0.0,0,weekend_closed|diabetes_demand_growth
2024-01-20,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.88,0.0,0,weekend_closed|GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
2024-01-20,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.31,0.0,0,weekend_closed|naloxone_otc_switch|OTC_competition_discount
2024-01-21,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,0,0.09,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,1,0.08,0.08,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,0,0.11,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,0,0.08,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,1,0.1,0.1,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,2,0.11,0.22,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,0,0.09,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,0,0.1,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,0,0.12,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,1,0.12,0.12,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,1,0.12,0.12,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves|rsv_winter
2024-01-21,Arkansas,local government clinic,Fluticasone nasal spray,allergy,0,0.13,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,0,0.12,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,1,0.17,0.17,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,1,0.26,0.26,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,0,0.23,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,1,0.22,0.22,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,0,0.18,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.36,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves
2024-01-21,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.29,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2024-01-21,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,0,0.13,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,3,0.04,0.12,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,0,0.04,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-21,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,0,0.09,0.0,0,weekend_closed|winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-21,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,1,0.11,0.11,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,1,0.12,0.12,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,0,0.07,0.0,0,weekend_closed
2024-01-21,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.56,0.0,0,weekend_closed|diabetes_demand_growth
2024-01-21,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,21.07,0.0,0,weekend_closed|GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
2024-01-21,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.39,0.0,0,weekend_closed|naloxone_otc_switch|OTC_competition_discount
2024-01-22,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,8,0.09,0.72,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,8,0.08,0.64,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,3,0.11,0.33,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,7,0.08,0.56,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,5,0.1,0.5,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,7,0.1,0.7,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,3,0.09,0.27,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,11,0.1,1.1,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,7,0.11,0.77,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,7,0.12,0.84,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,15,0.13,1.95,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves|rsv_winter
2024-01-22,Arkansas,local government clinic,Fluticasone nasal spray,allergy,3,0.13,0.39,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,3,0.12,0.36,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,13,0.16,2.08,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,14,0.26,3.64,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,5,0.23,1.15,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,3,0.22,0.66,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,12,0.18,2.16,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,4,0.36,1.44,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves
2024-01-22,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,3,10.23,30.69,0,monday_catchup|dated_supply_outbreak_response|covid_waves
2024-01-22,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,7,0.14,0.98,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,26,0.04,1.04,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,29,0.04,1.16,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-22,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,10,0.09,0.9,0,monday_catchup|winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-22,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,5,0.11,0.55,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,5,0.13,0.65,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,7,0.07,0.49,0,monday_catchup
2024-01-22,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.64,0.0,0,monday_catchup|diabetes_demand_growth
2024-01-22,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,2,20.38,40.76,0,monday_catchup|GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
2024-01-22,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,1,21.17,21.17,0,monday_catchup|naloxone_otc_switch|OTC_competition_discount
2024-01-23,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,6,0.09,0.54,0,
2024-01-23,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,10,0.08,0.8,0,
2024-01-23,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,9,0.1,0.9,0,
2024-01-23,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,8,0.08,0.64,0,
2024-01-23,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,2,0.1,0.2,0,
2024-01-23,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,5,0.1,0.5,0,
2024-01-23,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,8,0.09,0.72,0,
2024-01-23,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,8,0.11,0.88,0,
2024-01-23,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,6,0.11,0.66,0,
2024-01-23,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,4,0.12,0.48,0,
2024-01-23,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,12,0.12,1.44,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves|rsv_winter
2024-01-23,Arkansas,local government clinic,Fluticasone nasal spray,allergy,5,0.13,0.65,0,
2024-01-23,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,5,0.11,0.55,0,
2024-01-23,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,18,0.16,2.88,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,6,0.26,1.56,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,5,0.23,1.15,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,3,0.21,0.63,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,10,0.17,1.7,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,1,0.37,0.37,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|covid_waves
2024-01-23,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,4,10.45,41.8,0,dated_supply_outbreak_response|covid_waves
2024-01-23,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,10,0.13,1.3,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,18,0.04,0.72,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,24,0.04,0.96,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24|rsv_winter
2024-01-23,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,5,0.09,0.45,0,winter_respiratory|dated_supply_outbreak_response|flu_2023_24
2024-01-23,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,3,0.11,0.33,0,
2024-01-23,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,2,0.13,0.26,0,
2024-01-23,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,7,0.07,0.49,0,
2024-01-23,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,1,3.67,3.67,0,diabetes_demand_growth
2024-01-23,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.95,0.0,0,GLP1_shortage|diabetes_demand_growth|GLP1_procurement_premium
