medication_id,medication_name,medication_category,current_inventory,reorder_point,max_capacity,prescription_volume_30d,avg_weekly_demand,demand_trend,supplier_id,supplier_lead_time_days,supplier_reliability_score,historical_shortage_count,days_since_last_shortage,avg_stockout_duration_days,risk_label
MED12A444,Infliximab 100mg,immunological,970.0,850.0,2180.0,1703.0,258.0,0.35,SUP157,38.0,0.362,5,86.0,19.4,1
MEDD08CF5,Chlorpromazine 50mg,psychiatric,426.0,77.0,1853.0,73.0,31.0,-0.16,SUP142,23.0,0.447,5,49.0,14.3,1
MEDB577BC,Bupropion XL 300mg,psychiatric,2264.0,297.0,2627.0,761.0,127.0,-0.24,SUP143,19.0,0.58,4,89.0,6.4,0
MED861F4E,Doxorubicin 50mg,oncology,122.0,173.0,888.0,239.0,93.0,0.47,SUP149,34.0,0.255,9,14.0,5.0,1
MED59E9A2,Vancomycin 1g,antibiotic,2363.0,359.0,2524.0,1053.0,205.0,-0.09,SUP103,10.0,0.641,4,111.0,1.9,0
MED0DEC1A,Diltiazem 120mg,cardiovascular,1205.0,243.0,2147.0,471.0,73.0,-0.05,SUP110,11.0,0.645,6,19.0,1.5,0
MED285631,Montelukast 4mg,respiratory,193.0,647.0,1166.0,1028.0,255.0,-0.02,SUP128,17.0,0.576,7,2.0,4.1,1
MEDDA1B44,Dulaglutide 1.5mg,diabetes,76.0,448.0,2916.0,324.0,158.0,0.36,SUP115,10.0,0.33,5,66.0,3.8,1
MEDB5934D,Enoxaparin 40mg,cardiovascular,599.0,611.0,2986.0,662.0,156.0,0.03,SUP108,18.0,0.484,9,3.0,3.9,1
MED49131A,Ceftriaxone 1g,antibiotic,708.0,108.0,747.0,149.0,24.0,-0.36,SUP104,17.0,0.519,6,114.0,14.8,1
MED8A6F9D,Colchicine 0.6mg,analgesic,1355.0,346.0,2975.0,393.0,153.0,-0.38,SUP123,12.0,0.47,4,40.0,7.0,0
MED2AC190,Enoxaparin 40mg,cardiovascular,518.0,170.0,591.0,171.0,42.0,0.42,SUP108,10.0,0.456,8,105.0,16.4,1
MED2EFB4D,Glipizide ER 10mg,diabetes,1979.0,1177.0,2508.0,1144.0,306.0,-0.26,SUP117,9.0,0.702,2,14.0,5.3,0
MED74F92B,Meloxicam 15mg,analgesic,348.0,1493.0,1499.0,2076.0,305.0,-0.12,SUP121,11.0,0.803,2,49.0,12.7,0
MED47ED19,Dexamethasone 4mg,respiratory,1327.0,729.0,1652.0,1955.0,284.0,0.04,SUP126,19.0,0.593,2,9.0,6.5,0
MED88A43B,Mycophenolate 500mg,immunological,179.0,398.0,1500.0,731.0,306.0,0.46,SUP155,13.0,0.555,7,54.0,13.1,1
MED29F2A0,Pioglitazone 30mg,diabetes,44.0,52.0,222.0,160.0,45.0,0.47,SUP116,7.0,0.595,8,5.0,8.6,1
MED921B20,Acetazolamide 250mg,neurological,729.0,42.0,1845.0,41.0,10.0,0.67,SUP138,19.0,0.603,6,53.0,1.5,0
MED1B014B,Bupropion XL 300mg,psychiatric,852.0,321.0,1557.0,994.0,166.0,-0.29,SUP143,11.0,0.635,3,107.0,3.9,0
MEDDD8429,Diltiazem 120mg,cardiovascular,224.0,37.0,258.0,27.0,9.0,-0.39,SUP110,7.0,0.686,3,40.0,6.6,0
MED04AFA6,Mycophenolate 500mg,immunological,288.0,58.0,2864.0,120.0,29.0,0.06,SUP155,32.0,0.47,7,29.0,18.0,0
MED2F0DBE,Vincristine 1mg,oncology,905.0,941.0,1851.0,597.0,189.0,0.27,SUP150,35.0,0.268,6,40.0,11.1,1
MEDDECE13,Carbamazepine 400mg,neurological,448.0,789.0,1463.0,1316.0,245.0,0.31,SUP136,8.0,0.549,7,30.0,10.8,1
MED0E8E56,Heparin 5000U/mL,cardiovascular,1771.0,600.0,2739.0,596.0,244.0,-0.19,SUP108,19.0,0.378,4,34.0,23.8,0
MEDECFD09,Codeine/Guaifenesin,respiratory,547.0,1204.0,994.0,2201.0,365.0,-0.32,SUP127,15.0,0.507,10,4.0,3.5,1
MEDF90661,Piperacillin-Tazobactam 3.375g,antibiotic,231.0,328.0,549.0,604.0,107.0,-0.04,SUP101,19.0,0.51,8,67.0,10.2,1
MEDEEDD75,Gabapentin 600mg,neurological,526.0,1386.0,1431.0,819.0,388.0,-0.17,SUP137,22.0,0.639,3,51.0,20.8,1
MED3566C1,Ceftriaxone 1g,antibiotic,1411.0,37.0,2040.0,107.0,20.0,0.28,SUP104,16.0,0.636,5,43.0,3.0,0
MED1F8F9C,Octreotide 100mcg/mL,gastrointestinal,441.0,132.0,1061.0,167.0,33.0,0.51,SUP133,27.0,0.619,5,28.0,11.3,1
MED6B6437,Mycophenolate 500mg,immunological,305.0,97.0,657.0,96.0,35.0,-0.03,SUP155,27.0,0.431,5,15.0,1.7,1
MED2086AD,Lactulose 10g/15mL,gastrointestinal,500.0,810.0,2477.0,696.0,261.0,0.09,SUP131,12.0,0.592,6,55.0,1.7,1
MEDE49B26,Cisplatin 50mg,oncology,252.0,41.0,523.0,245.0,37.0,-0.13,SUP146,37.0,0.384,2,90.0,19.4,1
MED9F83E0,Cyclophosphamide 1g,oncology,628.0,106.0,1029.0,379.0,68.0,0.67,SUP148,36.0,0.362,3,67.0,5.0,1
MEDC2432A,Nitroglycerin 0.4mg SL,cardiovascular,1127.0,88.0,2388.0,134.0,34.0,0.57,SUP107,40.0,0.529,4,43.0,4.5,1
MED424EBA,Methotrexate 25mg/mL,oncology,839.0,220.0,1392.0,711.0,170.0,-0.21,SUP145,50.0,0.299,11,6.0,23.8,1
MEDE52137,Divalproex ER 500mg,psychiatric,588.0,789.0,1710.0,1167.0,182.0,0.62,SUP144,14.0,0.523,5,34.0,1.9,1
MED47B7FB,Infliximab 100mg,immunological,827.0,851.0,1162.0,1270.0,277.0,0.13,SUP157,34.0,0.457,6,64.0,0.2,1
MED264D15,Amiodarone 200mg,cardiovascular,650.0,327.0,2538.0,536.0,98.0,0.55,SUP109,21.0,0.584,8,22.0,2.7,1
MED80248C,Vincristine 1mg,oncology,611.0,330.0,2346.0,259.0,68.0,0.17,SUP150,30.0,0.236,5,86.0,4.8,1
MEDD36ED1,Gabapentin 600mg,neurological,1982.0,1059.0,2730.0,1872.0,300.0,0.53,SUP137,18.0,0.651,3,8.0,1.5,0
MED1705F6,Divalproex ER 500mg,psychiatric,191.0,720.0,750.0,843.0,216.0,0.33,SUP144,31.0,0.449,4,78.0,9.6,1
MEDB26FC8,Lithium Carbonate 300mg,psychiatric,1073.0,769.0,2490.0,1782.0,382.0,0.2,SUP139,33.0,0.408,7,35.0,3.6,1
MEDB08961,Cisplatin 50mg,oncology,648.0,1033.0,932.0,651.0,208.0,-0.01,SUP146,51.0,0.271,9,75.0,8.4,1
MEDC83F6F,Fentanyl Patch 25mcg/hr,analgesic,1604.0,196.0,1684.0,245.0,80.0,0.63,SUP119,32.0,0.283,6,8.0,3.2,1
MED921746,Semaglutide 0.25mg,diabetes,360.0,617.0,1160.0,832.0,150.0,0.63,SUP115,24.0,0.341,4,35.0,14.7,1
MED585046,Octreotide 100mcg/mL,gastrointestinal,448.0,480.0,918.0,608.0,209.0,0.05,SUP133,26.0,0.497,2,77.0,5.5,1
MEDF6E32D,Morphine Sulfate 15mg,analgesic,649.0,115.0,1636.0,196.0,32.0,-0.34,SUP118,20.0,0.367,9,92.0,2.8,1
MEDFB3619,Dexamethasone 4mg,respiratory,719.0,85.0,1874.0,228.0,59.0,-0.37,SUP126,17.0,0.575,5,13.0,5.3,1
MEDF55DEE,Dexamethasone 4mg,respiratory,1511.0,1459.0,2591.0,1567.0,301.0,0.15,SUP126,21.0,0.501,3,30.0,25.1,1
MED119511,Montelukast 4mg,respiratory,1411.0,761.0,2936.0,710.0,166.0,0.17,SUP128,17.0,0.716,3,63.0,1.7,0
MED2346FF,Octreotide 100mcg/mL,gastrointestinal,1343.0,446.0,1784.0,569.0,149.0,0.53,SUP133,25.0,0.473,6,11.0,6.7,1
MED445266,Ketorolac 30mg/mL,analgesic,91.0,291.0,190.0,241.0,65.0,0.07,SUP120,13.0,0.614,3,55.0,2.0,0
MED3B2B3A,Dulaglutide 1.5mg,diabetes,50.0,177.0,190.0,398.0,79.0,0.29,SUP115,48.0,0.411,9,107.0,1.3,0
MED163C7E,Carbamazepine 400mg,neurological,198.0,141.0,259.0,330.0,71.0,0.15,SUP136,30.0,0.506,6,9.0,1.3,1
MED9A5106,Valproic Acid 250mg,neurological,171.0,996.0,608.0,539.0,249.0,-0.06,SUP135,12.0,0.486,4,68.0,5.1,1
MED9DFA0B,Divalproex ER 500mg,psychiatric,42.0,122.0,516.0,181.0,33.0,0.47,SUP144,12.0,0.399,5,67.0,3.3,1
MEDCD8350,Capecitabine 500mg,oncology,898.0,369.0,1729.0,946.0,149.0,-0.35,SUP152,44.0,0.251,4,120.0,10.7,1
MED47CFCB,Azathioprine 50mg,immunological,13.0,925.0,530.0,670.0,220.0,0.47,SUP156,34.0,0.503,5,50.0,11.2,1
MED506760,Capecitabine 500mg,oncology,766.0,680.0,2585.0,452.0,212.0,-0.05,SUP152,21.0,0.259,7,117.0,23.1,1
MED730CF2,Epinephrine 1mg/mL,respiratory,259.0,31.0,920.0,30.0,8.0,0.49,SUP124,11.0,0.425,5,23.0,10.7,1
MED13A0BA,Valproic Acid 250mg,neurological,15.0,1274.0,2289.0,1202.0,293.0,0.49,SUP135,20.0,0.458,5,111.0,3.3,1
MEDB020B9,Diltiazem 120mg,cardiovascular,813.0,375.0,853.0,533.0,117.0,0.35,SUP110,10.0,0.74,4,119.0,20.1,0
MED864F2F,Ipratropium Nebulizer,respiratory,703.0,172.0,1193.0,570.0,96.0,0.42,SUP125,13.0,0.431,6,86.0,17.6,1
MED1082E4,Pioglitazone 30mg,diabetes,1359.0,1143.0,2165.0,1189.0,284.0,-0.33,SUP116,9.0,0.772,2,104.0,14.0,0
MED31BC8B,Cisplatin 50mg,oncology,1600.0,282.0,2446.0,439.0,84.0,0.28,SUP146,56.0,0.275,12,96.0,12.7,1
MED298B2F,Meropenem 1g,antibiotic,2519.0,1631.0,2756.0,1241.0,391.0,0.54,SUP102,24.0,0.523,1,69.0,2.3,1
MEDC148E7,Insulin Glargine 300U/mL,diabetes,1853.0,146.0,2023.0,816.0,145.0,0.31,SUP114,45.0,0.307,4,47.0,6.2,1
MED82B50F,Ipratropium Nebulizer,respiratory,779.0,835.0,1771.0,1388.0,367.0,-0.31,SUP125,24.0,0.367,4,32.0,3.8,1
MED9DF73E,Morphine Sulfate 15mg,analgesic,1354.0,210.0,2785.0,812.0,149.0,0.34,SUP118,44.0,0.36,8,43.0,15.8,1
MED9853B0,Cyclophosphamide 1g,oncology,1908.0,1119.0,2049.0,1393.0,377.0,-0.39,SUP148,55.0,0.348,9,111.0,6.4,1
MEDA429D3,Mycophenolate 500mg,immunological,462.0,873.0,464.0,776.0,221.0,0.38,SUP155,15.0,0.49,6,97.0,3.3,1
MEDA496F7,Chlorpromazine 50mg,psychiatric,614.0,942.0,2079.0,1414.0,251.0,-0.3,SUP142,19.0,0.565,5,85.0,15.3,1
MED96430B,Pioglitazone 30mg,diabetes,857.0,702.0,1382.0,849.0,364.0,0.39,SUP116,9.0,0.759,3,76.0,1.7,1
MEDADD1F6,Meloxicam 15mg,analgesic,1559.0,820.0,2602.0,1139.0,277.0,-0.38,SUP121,15.0,0.814,0,124.0,0.0,0
MEDCC55BE,Bupropion XL 300mg,psychiatric,1650.0,1234.0,2032.0,1997.0,317.0,0.04,SUP143,15.0,0.636,0,360.0,0.0,0
MEDAEDC33,Ondansetron ODT 4mg,gastrointestinal,411.0,1270.0,673.0,873.0,279.0,0.36,SUP129,18.0,0.517,3,18.0,4.7,1
MED721952,Cyclosporine 100mg,immunological,537.0,370.0,1413.0,301.0,145.0,-0.27,SUP154,31.0,0.398,12,79.0,0.3,1
MED98B253,Capecitabine 500mg,oncology,714.0,919.0,1101.0,1647.0,291.0,-0.21,SUP152,29.0,0.378,7,117.0,3.9,1
MED6DC624,Temozolomide 100mg,oncology,12.0,27.0,102.0,25.0,6.0,0.65,SUP151,58.0,0.113,13,101.0,0.9,1
MED27E3A0,Vancomycin 1g,antibiotic,897.0,1855.0,2611.0,1365.0,375.0,0.14,SUP103,7.0,0.638,0,118.0,0.0,0
MED9E63EA,Infliximab 100mg,immunological,1004.0,143.0,1988.0,328.0,91.0,0.54,SUP157,30.0,0.297,7,53.0,3.1,1
MEDCDBE14,Mesalamine 400mg,gastrointestinal,334.0,769.0,2093.0,900.0,376.0,0.6,SUP132,15.0,0.575,5,46.0,4.6,1
MEDA337A3,Piperacillin-Tazobactam 3.375g,antibiotic,421.0,995.0,2552.0,1592.0,382.0,-0.29,SUP101,24.0,0.594,7,8.0,7.0,1
MEDC14170,Morphine Sulfate 15mg,analgesic,61.0,515.0,380.0,352.0,126.0,-0.29,SUP118,27.0,0.445,6,10.0,17.5,1
MEDAE2757,Heparin 5000U/mL,cardiovascular,745.0,1743.0,1776.0,2157.0,373.0,0.44,SUP108,27.0,0.418,8,45.0,26.1,1
MEDC1440B,Sucralfate 1g,gastrointestinal,1131.0,746.0,1256.0,578.0,164.0,0.58,SUP130,18.0,0.596,7,44.0,4.3,1
MEDB40A67,Lithium Carbonate 300mg,psychiatric,80.0,40.0,98.0,50.0,17.0,0.35,SUP139,32.0,0.396,3,11.0,6.0,1
MEDAE84E0,Octreotide 100mcg/mL,gastrointestinal,2213.0,440.0,2274.0,1386.0,210.0,-0.14,SUP133,24.0,0.378,6,36.0,6.2,1
MED2B6A91,Ceftriaxone 1g,antibiotic,616.0,201.0,2828.0,590.0,160.0,0.5,SUP104,20.0,0.647,5,61.0,7.4,0
MEDFD192E,Levofloxacin 500mg,antibiotic,632.0,231.0,1869.0,405.0,100.0,-0.13,SUP106,10.0,0.673,4,108.0,0.2,0
MED7E3ECD,Tacrolimus 5mg,immunological,2182.0,25.0,2260.0,41.0,9.0,0.04,SUP153,10.0,0.251,3,63.0,1.1,1
MEDCC3EB9,Diltiazem 120mg,cardiovascular,2699.0,1214.0,2909.0,1157.0,260.0,-0.12,SUP110,12.0,0.763,0,274.0,0.0,0
MEDD1272E,Phenytoin 100mg,neurological,706.0,368.0,720.0,1084.0,235.0,-0.33,SUP134,16.0,0.453,8,90.0,19.9,1
MED372905,Cyclosporine 100mg,immunological,801.0,1436.0,1058.0,1594.0,347.0,-0.29,SUP154,22.0,0.475,2,99.0,2.5,1
MED72E79A,Nitroglycerin 0.4mg SL,cardiovascular,1328.0,162.0,1532.0,402.0,140.0,-0.11,SUP107,27.0,0.529,6,31.0,7.1,1
MED303342,Codeine/Guaifenesin,respiratory,1186.0,487.0,1435.0,856.0,193.0,0.26,SUP127,11.0,0.437,4,21.0,10.0,0
MED486360,Amiodarone 200mg,cardiovascular,317.0,387.0,1158.0,201.0,96.0,0.08,SUP109,9.0,0.599,2,56.0,35.3,1
MEDDB4650,Acetazolamide 250mg,neurological,808.0,356.0,1562.0,540.0,129.0,-0.18,SUP138,6.0,0.484,2,57.0,30.6,0
MEDB1270D,Piperacillin-Tazobactam 3.375g,antibiotic,467.0,387.0,568.0,277.0,81.0,0.21,SUP101,8.0,0.505,4,112.0,3.0,0
MEDD89DCD,Insulin Glargine 300U/mL,diabetes,660.0,17.0,3000.0,61.0,9.0,-0.06,SUP114,34.0,0.492,6,46.0,0.8,1
MED31C18B,Capecitabine 500mg,oncology,542.0,894.0,616.0,614.0,186.0,0.33,SUP152,15.0,0.421,8,111.0,17.1,1
MED9614E2,Diltiazem 120mg,cardiovascular,1191.0,1009.0,2104.0,1658.0,271.0,0.13,SUP110,4.0,0.664,4,120.0,8.9,0
MEDAA630D,Fentanyl Patch 25mcg/hr,analgesic,1370.0,132.0,1466.0,317.0,95.0,0.43,SUP119,46.0,0.309,5,71.0,4.5,1
MEDE151EA,Dexamethasone 4mg,respiratory,327.0,1064.0,1648.0,1203.0,259.0,0.51,SUP126,18.0,0.596,2,88.0,8.9,1
MEDFFF169,Clozapine 100mg,psychiatric,1951.0,1828.0,2584.0,2136.0,372.0,-0.32,SUP140,41.0,0.349,11,30.0,1.5,1
MED2A7F86,Valproic Acid 250mg,neurological,163.0,574.0,882.0,338.0,148.0,0.27,SUP135,19.0,0.535,5,84.0,5.9,1
MED4B2F95,Enoxaparin 40mg,cardiovascular,1006.0,220.0,1221.0,439.0,63.0,-0.27,SUP108,26.0,0.48,5,17.0,1.6,1
MEDAC98FE,Chlorpromazine 50mg,psychiatric,524.0,256.0,629.0,231.0,61.0,-0.12,SUP142,19.0,0.532,5,38.0,10.3,1
MED5F0826,Temozolomide 100mg,oncology,491.0,1453.0,968.0,2139.0,316.0,-0.1,SUP151,43.0,0.285,6,82.0,2.4,1
MED487843,Doxorubicin 50mg,oncology,1481.0,1054.0,2627.0,1290.0,388.0,0.28,SUP149,49.0,0.417,6,53.0,2.1,1
MEDA5AD16,Montelukast 4mg,respiratory,360.0,986.0,1732.0,1457.0,376.0,0.19,SUP128,14.0,0.629,9,111.0,8.7,1
MED1574F7,Nitroglycerin 0.4mg SL,cardiovascular,933.0,694.0,1248.0,520.0,217.0,0.68,SUP107,25.0,0.451,5,53.0,13.3,1
MED89C0D0,Glipizide ER 10mg,diabetes,491.0,32.0,854.0,44.0,9.0,-0.25,SUP117,15.0,0.744,3,21.0,7.6,0
MED3CF692,Morphine Sulfate 15mg,analgesic,84.0,405.0,2823.0,862.0,186.0,0.49,SUP118,18.0,0.477,5,41.0,23.8,1
MEDC794E8,Ondansetron ODT 4mg,gastrointestinal,1239.0,256.0,2639.0,358.0,93.0,0.36,SUP129,19.0,0.481,7,57.0,3.7,1
MEDF922CD,Epinephrine 1mg/mL,respiratory,1358.0,262.0,1779.0,374.0,54.0,0.4,SUP124,24.0,0.34,4,99.0,0.0,1
MEDF2D4D7,Octreotide 100mcg/mL,gastrointestinal,918.0,349.0,1386.0,853.0,197.0,0.44,SUP133,13.0,0.425,2,25.0,0.2,0
MED04603D,Chlorpromazine 50mg,psychiatric,1240.0,695.0,2147.0,740.0,142.0,-0.11,SUP142,17.0,0.574,7,35.0,15.6,1
MED6C73A2,Haloperidol 5mg,psychiatric,2688.0,416.0,2749.0,1082.0,168.0,0.1,SUP141,22.0,0.57,5,17.0,4.4,1
MEDAB8243,Hydrocodone/APAP 5/325,analgesic,630.0,330.0,1944.0,650.0,201.0,-0.2,SUP118,37.0,0.352,8,101.0,6.6,1
MEDFDA3A8,Mycophenolate 500mg,immunological,331.0,152.0,1707.0,398.0,147.0,0.11,SUP155,10.0,0.625,2,48.0,14.1,0
MED35DC93,Epinephrine 1mg/mL,respiratory,803.0,1230.0,884.0,796.0,306.0,0.46,SUP124,17.0,0.425,7,66.0,5.8,1
MED5F808E,Piperacillin-Tazobactam 3.375g,antibiotic,407.0,159.0,649.0,370.0,122.0,-0.14,SUP101,19.0,0.551,7,49.0,15.0,1
MED3D507E,Enoxaparin 40mg,cardiovascular,2181.0,612.0,2521.0,684.0,254.0,-0.24,SUP108,28.0,0.453,3,25.0,3.9,1
MED66A927,Ondansetron ODT 4mg,gastrointestinal,301.0,52.0,754.0,122.0,28.0,0.69,SUP129,14.0,0.499,5,61.0,5.2,1
MED6B4290,Cisplatin 50mg,oncology,1788.0,1590.0,2075.0,1118.0,385.0,-0.14,SUP146,54.0,0.304,3,64.0,24.7,1
MED4F6DB5,Clozapine 100mg,psychiatric,559.0,406.0,1499.0,645.0,98.0,0.5,SUP140,25.0,0.41,4,39.0,20.3,1
MED069180,Meloxicam 15mg,analgesic,1604.0,879.0,2458.0,572.0,200.0,-0.01,SUP121,10.0,0.671,3,12.0,2.0,0
MED490DED,Tacrolimus 5mg,immunological,450.0,496.0,1207.0,793.0,142.0,-0.31,SUP153,14.0,0.383,3,32.0,6.7,1
MEDC92461,Cyclophosphamide 1g,oncology,131.0,246.0,879.0,772.0,167.0,-0.12,SUP148,53.0,0.321,3,46.0,8.9,1
MED241B34,Cyclophosphamide 1g,oncology,336.0,22.0,1259.0,35.0,10.0,-0.27,SUP148,43.0,0.241,6,53.0,6.8,1
MED122C61,Mycophenolate 500mg,immunological,290.0,137.0,863.0,283.0,70.0,0.19,SUP155,6.0,0.458,3,70.0,5.6,0
MEDF6C032,Cyclophosphamide 1g,oncology,1350.0,733.0,1543.0,1028.0,150.0,0.05,SUP148,15.0,0.201,9,118.0,1.4,1
MED02B35C,Mesalamine 400mg,gastrointestinal,884.0,487.0,1731.0,1135.0,284.0,0.46,SUP132,10.0,0.512,4,10.0,21.0,0
MED95A3F8,Diclofenac 75mg,analgesic,1292.0,1678.0,2959.0,2165.0,358.0,0.53,SUP122,12.0,0.671,3,22.0,12.6,0
MEDB4E28F,Acetazolamide 250mg,neurological,1390.0,121.0,2805.0,163.0,59.0,0.66,SUP138,11.0,0.508,5,90.0,4.6,1
MED5BAA97,Dexamethasone 4mg,respiratory,182.0,1014.0,914.0,1371.0,256.0,-0.22,SUP126,15.0,0.703,3,116.0,2.8,0
MEDA833FB,Cyclosporine 100mg,immunological,103.0,218.0,1866.0,272.0,78.0,-0.0,SUP154,11.0,0.436,4,77.0,38.7,1
MEDC8189D,Montelukast 4mg,respiratory,827.0,71.0,2611.0,247.0,70.0,-0.38,SUP128,9.0,0.634,5,112.0,0.2,0
MEDD7FC8E,Epinephrine 1mg/mL,respiratory,2299.0,1176.0,2684.0,1143.0,291.0,-0.05,SUP124,6.0,0.462,3,101.0,3.1,0
MEDFECCC2,Ceftriaxone 1g,antibiotic,1214.0,1104.0,1906.0,2141.0,331.0,0.21,SUP104,9.0,0.559,5,2.0,4.0,1
MED821494,Codeine/Guaifenesin,respiratory,100.0,138.0,446.0,240.0,71.0,-0.33,SUP127,13.0,0.496,9,13.0,0.1,1
MEDF2EC5A,Azathioprine 50mg,immunological,24.0,33.0,65.0,99.0,16.0,-0.31,SUP156,23.0,0.467,6,40.0,1.6,1
MED7705D2,Insulin Glargine 300U/mL,diabetes,60.0,118.0,350.0,268.0,53.0,-0.18,SUP114,38.0,0.506,2,24.0,0.7,1
MED6D17A3,Sucralfate 1g,gastrointestinal,310.0,174.0,514.0,177.0,84.0,-0.16,SUP130,20.0,0.617,4,15.0,5.3,0
MEDFFE2AA,Valproic Acid 250mg,neurological,747.0,257.0,1139.0,293.0,57.0,-0.4,SUP135,12.0,0.675,6,43.0,12.2,0
MEDA93E23,Lactulose 10g/15mL,gastrointestinal,41.0,121.0,241.0,161.0,29.0,-0.26,SUP131,10.0,0.681,6,34.0,5.5,1
MED38DCA4,Hydrocodone/APAP 5/325,analgesic,506.0,154.0,577.0,520.0,139.0,-0.18,SUP118,47.0,0.375,15,18.0,13.1,1
MED23C2C3,Sucralfate 1g,gastrointestinal,795.0,712.0,2337.0,997.0,177.0,0.09,SUP130,28.0,0.647,1,41.0,5.3,0
MEDDEED90,Pioglitazone 30mg,diabetes,2316.0,1271.0,2610.0,1124.0,267.0,0.08,SUP116,12.0,0.693,5,72.0,9.5,0
MEDB08E88,Clozapine 100mg,psychiatric,1082.0,481.0,1551.0,1076.0,171.0,0.33,SUP140,32.0,0.348,4,42.0,5.8,1
MEDAABAA6,Ceftriaxone 1g,antibiotic,1610.0,644.0,2316.0,1182.0,172.0,0.09,SUP104,16.0,0.67,3,69.0,20.8,0
MED48AE55,Levofloxacin 500mg,antibiotic,20.0,115.0,88.0,108.0,23.0,0.04,SUP106,27.0,0.713,2,38.0,0.6,1
MEDD915F5,Heparin 5000U/mL,cardiovascular,402.0,69.0,1412.0,90.0,22.0,0.65,SUP108,20.0,0.492,2,58.0,23.5,0
MED429BD6,Meloxicam 15mg,analgesic,1108.0,710.0,1428.0,1240.0,369.0,-0.06,SUP121,9.0,0.751,3,12.0,2.3,0
MED774FDC,Tacrolimus 5mg,immunological,646.0,741.0,781.0,1882.0,376.0,0.27,SUP153,35.0,0.341,3,87.0,2.3,1
MED547DF0,Divalproex ER 500mg,psychiatric,694.0,843.0,2604.0,824.0,239.0,0.42,SUP144,12.0,0.55,2,18.0,3.7,1
MED665515,Montelukast 4mg,respiratory,209.0,101.0,826.0,207.0,32.0,0.02,SUP128,12.0,0.74,3,68.0,2.6,0
MEDA30857,Dexamethasone 4mg,respiratory,455.0,145.0,513.0,561.0,117.0,0.64,SUP126,26.0,0.482,6,102.0,8.5,1
MED5D52B6,Diclofenac 75mg,analgesic,119.0,202.0,140.0,228.0,61.0,-0.35,SUP122,11.0,0.702,1,27.0,27.8,0
MEDE1F1DE,Enoxaparin 40mg,cardiovascular,1098.0,1714.0,1628.0,1543.0,343.0,0.63,SUP108,13.0,0.545,5,19.0,6.5,1
MED32FE99,Heparin 5000U/mL,cardiovascular,219.0,429.0,1231.0,928.0,149.0,0.49,SUP108,44.0,0.417,8,53.0,2.9,1
MED3447EB,Heparin 5000U/mL,cardiovascular,848.0,149.0,1630.0,142.0,65.0,-0.24,SUP108,23.0,0.526,6,15.0,4.1,1
MEDEB58E7,Clozapine 100mg,psychiatric,762.0,1584.0,1497.0,2174.0,341.0,-0.24,SUP140,17.0,0.337,4,109.0,7.4,1
MED5E97A5,Pioglitazone 30mg,diabetes,749.0,1522.0,1819.0,2469.0,365.0,-0.24,SUP116,10.0,0.647,3,51.0,9.5,0
MED0E8EC4,Temozolomide 100mg,oncology,591.0,38.0,1097.0,163.0,37.0,0.12,SUP151,32.0,0.414,3,75.0,1.5,1
MED78CF13,Montelukast 4mg,respiratory,555.0,379.0,889.0,618.0,180.0,0.58,SUP128,15.0,0.576,8,115.0,19.4,1
MED38CE8C,Amiodarone 200mg,cardiovascular,86.0,516.0,2691.0,742.0,183.0,0.03,SUP109,25.0,0.678,3,71.0,3.2,1
MED715AD8,Diltiazem 120mg,cardiovascular,321.0,95.0,898.0,77.0,20.0,0.54,SUP110,14.0,0.593,3,45.0,35.2,0
MEDBDF489,Diclofenac 75mg,analgesic,19.0,76.0,51.0,80.0,19.0,0.21,SUP122,12.0,0.729,1,56.0,12.6,0
MED90FE72,Carbamazepine 400mg,neurological,420.0,801.0,2493.0,597.0,281.0,-0.38,SUP136,24.0,0.489,9,96.0,9.9,1
MED53CA17,Acetazolamide 250mg,neurological,406.0,154.0,1094.0,299.0,76.0,0.64,SUP138,14.0,0.415,2,110.0,5.9,0
MED0F761D,Colchicine 0.6mg,analgesic,911.0,240.0,1839.0,405.0,64.0,0.02,SUP123,33.0,0.504,3,62.0,23.9,1
MED4D67FA,Heparin 5000U/mL,cardiovascular,578.0,294.0,1242.0,759.0,113.0,0.17,SUP108,23.0,0.442,4,71.0,6.9,1
MED5E1539,Cyclophosphamide 1g,oncology,80.0,311.0,270.0,507.0,125.0,-0.34,SUP148,7.0,0.167,7,5.0,10.5,1
MED0ED543,Diclofenac 75mg,analgesic,8.0,335.0,2663.0,371.0,174.0,0.31,SUP122,7.0,0.721,1,7.0,1.4,0
MED683995,Montelukast 4mg,respiratory,702.0,405.0,1631.0,1204.0,196.0,-0.3,SUP128,10.0,0.547,4,109.0,1.1,0
MED7BE18E,Clozapine 100mg,psychiatric,1602.0,95.0,1892.0,142.0,28.0,0.49,SUP140,28.0,0.356,8,89.0,0.9,1
MEDD561B3,Enoxaparin 40mg,cardiovascular,719.0,801.0,1111.0,878.0,209.0,0.54,SUP108,15.0,0.456,8,21.0,22.1,1
MED108C71,Insulin Aspart 100U/mL,diabetes,896.0,318.0,1336.0,312.0,85.0,-0.09,SUP113,46.0,0.412,4,114.0,0.8,1
MEDABBF30,Dulaglutide 1.5mg,diabetes,280.0,361.0,363.0,649.0,151.0,-0.17,SUP115,39.0,0.464,4,113.0,7.7,1
MED50FE14,Mycophenolate 500mg,immunological,104.0,374.0,272.0,530.0,84.0,-0.28,SUP155,24.0,0.486,2,68.0,11.9,0
